."ORI_ID"	"DEST_ID"	"TOTAL_METE"	"NSA"
54310	292	6849.03	296.35
54310	293	7108.38	296.35
54310	294	5993.63	296.35
54310	295	5738.30	296.35
54310	296	3958.08	296.35
54310	297	4978.53	296.35
54310	298	4626.09	296.35
54310	299	4180.98	296.35
54310	300	4932.39	296.35
54310	301	6032.27	296.35
54310	302	12805.67	296.35
54310	303	12702.14	296.35
54310	304	11389.59	296.35
54310	305	12793.20	296.35
54310	306	7712.34	296.35
54310	307	7287.47	296.35
54310	308	7506.43	296.35
54310	309	9590.51	296.35
54462	290	1014.84	351.20
54462	291	5438.96	351.20
54462	292	4312.76	351.20
54462	293	4846.48	351.20
54462	294	3631.60	351.20
54462	295	3941.51	351.20
54462	296	5357.55	351.20
54462	297	5825.46	351.20
54462	298	7584.51	351.20
54462	299	9431.57	351.20
54462	300	5436.49	351.20
54462	301	3670.24	351.20
54462	302	6045.39	351.20
54462	303	5941.86	351.20
54462	304	4685.18	351.20
54462	305	6032.92	351.20
54462	306	1282.39	351.20
54462	307	2921.97	351.20
54462	308	1544.47	351.20
54462	309	2461.32	351.20
54288	290	5309.15	362.35
54288	291	3945.78	362.35
54288	292	2645.34	362.35
54288	293	2238.24	362.35
54288	294	2683.05	362.35
54288	295	2451.54	362.35
54288	296	2146.22	362.35
54288	297	1511.57	362.35
54288	298	1472.62	362.35
54288	299	3319.68	362.35
54288	300	850.19	362.35
54288	301	2623.28	362.35
54288	302	10683.76	362.35
54288	303	10580.23	362.35
54288	304	9288.98	362.35
54288	305	10671.29	362.35
54288	306	5041.59	362.35
54288	307	4275.63	362.35
54288	308	4835.68	362.35
54288	309	7261.53	362.35
54426	290	1869.91	380.94
54426	291	3316.33	380.94
54426	292	1874.71	380.94
54426	293	2408.43	380.94
54426	294	1123.52	380.94
54426	295	1352.89	380.94
54426	296	2860.83	380.94
54426	297	3328.74	380.94
54426	298	4995.89	380.94
54426	299	6842.94	380.94
54426	300	2847.87	380.94
54426	301	1162.15	380.94
54426	302	7240.15	380.94
54426	303	7136.61	380.94
54426	304	5814.93	380.94
54426	305	7227.67	380.94
54426	306	1602.36	380.94
54426	307	1567.12	380.94
54426	308	1396.45	380.94
54426	309	3775.00	380.94
3340	290	3024.05	389.66
3340	291	2099.56	389.66
3340	292	2041.86	389.66
3340	293	2575.58	389.66
3340	294	1186.46	389.66
3340	295	1200.89	389.66
3340	296	1865.03	389.66
3340	297	2377.39	389.66
3340	298	4306.31	389.66
3340	299	6211.40	389.66
3340	300	2041.52	389.66
3340	301	1225.10	389.66
3340	302	8033.45	389.66
3340	303	7929.91	389.66
3340	304	6667.28	389.66
3340	305	8020.98	389.66
3340	306	2756.50	389.66
3340	307	2387.37	389.66
3340	308	2550.59	389.66
3340	309	4818.28	389.66
54483	290	832.17	410.83
54483	291	5255.81	410.83
54483	292	4129.61	410.83
54483	293	4663.33	410.83
54483	294	3448.45	410.83
54483	295	3758.36	410.83
54483	296	5174.40	410.83
54483	297	5642.31	410.83
54483	298	7401.36	410.83
54483	299	9248.42	410.83
54483	300	5253.34	410.83
54483	301	3487.09	410.83
54483	302	5449.60	410.83
54483	303	5346.06	410.83
54483	304	4089.39	410.83
54483	305	5437.13	410.83
54483	306	1099.72	410.83
54483	307	2738.82	410.83
54483	308	1361.81	410.83
54483	309	1618.69	410.83
3482	290	2054.30	427.44
3482	291	2877.33	427.44
3482	292	2411.07	427.44
3482	293	2944.79	427.44
3482	294	1659.88	427.44
3482	295	1889.25	427.44
3482	296	2799.98	427.44
3482	297	3312.33	427.44
3482	298	5241.25	427.44
3482	299	7146.34	427.44
3482	300	2976.46	427.44
3482	301	1698.52	427.44
3482	302	6983.52	427.44
3482	303	6879.98	427.44
3482	304	5617.35	427.44
3482	305	6971.05	427.44
3482	306	1937.16	427.44
3482	307	2108.57	427.44
3482	308	1731.25	427.44
3482	309	3768.36	427.44
3360	290	2084.12	605.67
3360	291	3727.73	605.67
3360	292	1490.10	605.67
3360	293	2023.82	605.67
3360	294	991.60	605.67
3360	295	1445.18	605.67
3360	296	2999.44	605.67
3360	297	3467.36	605.67
3360	298	5041.00	605.67
3360	299	6888.06	605.67
3360	300	3086.23	605.67
3360	301	1030.23	605.67
3360	302	7530.95	605.67
3360	303	7427.41	605.67
3360	304	6142.06	605.67
3360	305	7518.48	605.67
3360	306	1816.57	605.67
3360	307	635.72	605.67
3360	308	1610.66	605.67
3360	309	4033.06	605.67
3297	290	2504.23	805.70
3297	291	2521.55	805.70
3297	292	1967.39	805.70
3297	293	2501.11	805.70
3297	294	1140.93	805.70
3297	295	1339.24	805.70
3297	296	2431.88	805.70
3297	297	2944.23	805.70
3297	298	4873.15	805.70
3297	299	6778.24	805.70
3297	300	2608.36	805.70
3297	301	1179.57	805.70
3297	302	7601.76	805.70
3297	303	7498.23	805.70
3297	304	6235.60	805.70
3297	305	7589.29	805.70
3297	306	2236.68	805.70
3297	307	1944.91	805.70
3297	308	2030.77	805.70
3297	309	4386.60	805.70
3293	290	2514.56	865.29
3293	291	2512.67	865.29
3293	292	1879.91	865.29
3293	293	2413.63	865.29
3293	294	1053.45	865.29
3293	295	1251.76	865.29
3293	296	2418.60	865.29
3293	297	2930.95	865.29
3293	298	4859.88	865.29
3293	299	6751.22	865.29
3293	300	2595.09	865.29
3293	301	1092.08	865.29
3293	302	7689.24	865.29
3293	303	7585.71	865.29
3293	304	6323.08	865.29
3293	305	7676.77	865.29
3293	306	2247.00	865.29
3293	307	1951.56	865.29
3293	308	2041.09	865.29
3293	309	4419.64	865.29
3294	290	2503.41	1063.42
3294	291	2523.81	1063.42
3294	292	1868.77	1063.42
3294	293	2402.48	1063.42
3294	294	1042.30	1063.42
3294	295	1240.61	1063.42
3294	296	2407.45	1063.42
3294	297	2919.81	1063.42
3294	298	4848.73	1063.42
3294	299	6740.07	1063.42
3294	300	2583.94	1063.42
3294	301	1080.94	1063.42
3294	302	7700.39	1063.42
3294	303	7596.85	1063.42
3294	304	6334.23	1063.42
3294	305	7687.92	1063.42
3294	306	2235.86	1063.42
3294	307	1940.41	1063.42
3294	308	2029.95	1063.42
3294	309	4408.49	1063.42
3347	290	2700.68	1364.42
3347	291	2264.32	1364.42
3347	292	1791.56	1364.42
3347	293	2325.28	1364.42
3347	294	936.16	1364.42
3347	295	1111.86	1364.42
3347	296	2174.65	1364.42
3347	297	2687.00	1364.42
3347	298	4615.92	1364.42
3347	299	6521.01	1364.42
3347	300	2351.13	1364.42
3347	301	974.80	1364.42
3347	302	7807.49	1364.42
3347	303	7703.95	1364.42
3347	304	6441.33	1364.42
3347	305	7795.02	1364.42
3347	306	2433.13	1364.42
3347	307	2125.34	1364.42
3347	308	2227.22	1364.42
3347	309	4592.33	1364.42
2908	290	2780.04	1652.71
2908	291	2320.03	1652.71
2908	292	2604.44	1652.71
2908	293	3138.15	1652.71
2908	294	1749.04	1652.71
2908	295	1924.74	1652.71
2908	296	2280.80	1652.71
2908	297	2797.11	1652.71
2908	298	4726.03	1652.71
2908	299	6631.12	1652.71
2908	300	2461.24	1652.71
2908	301	1787.68	1652.71
2908	302	7613.71	1652.71
2908	303	7510.18	1652.71
2908	304	6189.24	1652.71
2908	305	7601.24	1652.71
2908	306	2812.41	1652.71
2908	307	2797.47	1652.71
2908	308	2606.50	1652.71
2908	309	4494.09	1652.71
3480	290	2111.47	1939.35
3480	291	2838.31	1939.35
3480	292	2691.40	1939.35
3480	293	3225.12	1939.35
3480	294	1940.21	1939.35
3480	295	2169.58	1939.35
3480	296	2799.08	1939.35
3480	297	3315.39	1939.35
3480	298	5244.31	1939.35
3480	299	7149.39	1939.35
3480	300	2979.52	1939.35
3480	301	1978.85	1939.35
3480	302	6990.30	1939.35
3480	303	6886.76	1939.35
3480	304	5565.83	1939.35
3480	305	6977.83	1939.35
3480	306	2211.97	1939.35
3480	307	2388.90	1939.35
3480	308	2006.06	1939.35
3480	309	3825.52	1939.35
2909	290	2610.55	2377.49
2909	291	2464.75	2377.49
2909	292	2660.46	2377.49
2909	293	3194.18	2377.49
2909	294	1805.06	2377.49
2909	295	1980.76	2377.49
